match 3
806,9472,6208,3841
810,3214,3215,262
811,3324,9980,9452
812,3324,9980,9452
813,8277,1961,6595
815,3280,8651,8652
816,8197,4744,4301
817,8483,9472,4763
818,8483,9472,4763
820,9218,3069,3416
822,5943,5944,8600
823,291,292,5555
827,4361,1476,8788
829,9909,7349,44
830,7031,3957,8637
831,7731,2036,328
834,5956,8604,5892
835,6493,3090,2151
836,8725,3522,706
837,4592,6961,614
839,8025,6556,9628
842,5015,5240,4327
843,9684,5941,5942
845,2565,5102,5020
848,6661,5691,8325
849,399,2245,1109
851,1868,7241,7065
855,4288,4289,550
857,6343,1972,8645
858,8131,93,3002
860,946,5190,4088
861,946,5190,4088
862,946,5190,4088
863,946,5190,4088
864,3585,5384,8025
865,9264,622,5908
866,9264,622,5908
867,6491,7633,7634
868,6491,7633,7634
869,3713,5943,5944
871,703,9472,40
873,1638,942,851
874,7600,933,2335
878,1370,5488,3521
880,879,880,3203
883,9587,1507,8332
884,1606,4097,6919
885,8386,9696,7211
887,7971,1530,108
889,4318,3251,7724
890,1760,2433,2524
891,1760,2433,2524
892,1760,2433,2524
893,693,5981,9360
894,2094,8681,5582
896,9223,8944,9405
898,2094,8681,3938
901,8286,3095,7189
902,3592,405,7871
904,3565,4975,7052
905,6771,5261,9973
906,6771,5261,9973
907,7423,9951,1329
908,6130,7117,1162
912,2537,2538,2539
913,2537,2538,2539
914,1127,9180,1004
915,1011,1982,9771
916,7084,578,7629
918,9367,511,5666
919,9367,511,5666
921,8506,8286,7189
923,4546,5964,6196
924,4150,3944,3307
925,4150,3944,3307
926,2103,3259,4372
928,9668,2187,3478
931,5216,5217,4168
932,5216,5217,4168
933,9686,1819,6741
934,5582,2094,8840
937,8515,6676,2831
938,7280,4150,4149
941,1811,4906,4512
942,8669,8910,6065
944,5484,4382,99
946,7361,9469,2406
947,5812,5813,5989
948,8637,7031,3957
949,6204,9494,3155
950,4129,5674,5675
951,7253,6911,530
952,5429,2599,2600
953,9423,4136,1177
954,9423,4136,1177
955,9423,4136,1177
957,1673,9071,7858
958,4744,3707,3713
959,4656,2035,8243
961,1043,1044,1052
962,3452,5659,3596
964,5582,8651,8652
965,6567,2071,2072
966,9472,7627,40
967,4887,4596,8903
968,3873,6615,194
969,2094,8681,7030
970,8010,1445,5090
973,472,8216,2580
974,8064,6814,4288
977,7984,6302,2187
978,7984,6302,2187
981,3731,3580,3324
982,2049,5503,8708
988,2036,328,7731
990,8672,6447,7185
991,8672,6447,7185
992,8669,6065,1279
993,942,1638,851
994,1911,6838,8114
995,4338,9386,1773
996,942,1638,8904
1000,472,7115,5716
1002,672,8341,7628
1003,851,9570,1112
1004,7443,3173,843
1005,3756,6917,9023
1006,3756,6917,9023
1010,4589,9765,3825
1011,8669,4761,5989
1013,5812,5813,5035
1014,8854,4552,309
1015,4129,4150,5090
1017,9946,1595,5477
1020,8463,4759,4105
1021,5280,1112,851
1022,7959,9828,7131
1024,5020,5287,5634
1025,4055,764,7556
1026,1878,6251,4953
1027,7147,3029,5624
1028,9549,8725,6427
1029,8216,472,2511
1030,1035,6577,6578
1031,8315,6215,1695
1033,9472,4763,40
1034,2367,2368,2369
1035,7589,4088,5190
1036,7379,2421,9686
1038,7487,1404,8996
1039,7589,9668,4048
1040,7589,9668,4048
1041,6888,4018,6246
1042,6327,1042,8157
1043,6472,7746,4361
1044,6472,7746,4361
1046,8680,3730,1473
1047,4925,8403,6118
1048,5032,9187,3543
1049,8782,3999,8952
1050,9948,5973,7536
1054,1265,7214,7215
1055,1030,5699,7280
1058,8615,2019,2020
1059,4411,9909,3347
1061,6676,8515,3860
1062,416,3393,2034
1063,8644,7136,2610
1064,3188,4168,5216
1065,8406,116,2798
1066,8406,116,2798
1069,9668,2187,8120
1072,6907,6908,4699
1073,5582,2094,8651
1075,8498,8137,80
1076,7956,5171,5666
1077,388,6865,350
1078,9686,1819,1179
1080,2335,3525,9691
1083,4396,159,550
1084,4319,1109,3245
1088,5481,6235,7535
1091,5195,5196,5780
1092,3095,8286,8904
1094,7455,7600,2857
1096,9570,851,4371
1097,8025,2388,2389
1100,1601,9104,8568
1103,7695,5268,9137
1104,2423,946,8120
1105,5943,5944,6358
1107,2421,3031,7379
1109,9298,7854,7855
1110,5617,605,6358
1111,4413,734,3800
1112,2831,9639,8515
1113,2803,5772,4551
1114,1005,1006,3645
1115,7769,1885,2866
1116,7769,1885,2866
1117,1638,8286,3095
1118,8325,5172,656
1119,2094,3938,2580
1120,9585,4357,6547
1122,8120,2423,2187
1126,8070,9244,6400
1127,9244,5666,5171
1128,1328,8518,5280
1129,1328,8518,5280
1130,3938,946,5648
1131,399,2030,300
1132,4570,8730,7025
1133,1779,6358,5205
1137,8759,8760,6065
1142,7861,70,1042
1143,1315,6649,1743
1144,1315,6649,1743
1146,7361,6712,1166
1147,5981,693,893
1148,9191,7517,4720
1150,8861,9771,4799
1151,5168,5590,2198
1153,7589,328,1784
1156,38,5497,3713
1158,5659,2152,3596
1159,2421,7141,1651
1160,9639,7349,4626
1162,7487,760,4088
1163,5582,2580,2577
1164,1028,7394,4087
1165,583,9334,5659
1166,715,879,880
1168,6065,4761,1127
1169,355,1300,285
1170,6116,5081,5894
1173,19,2306,7015
1174,3474,5699,7421
1177,7860,8942,7039
1178,1035,1059,9869
1179,116,200,201
1180,4097,7290,6852
1185,1468,8916,8827
1186,8120,2187,7589
1187,2124,156,9289
1190,1794,1795,1796
1191,3938,2094,8216
1192,6773,9721,9722
1193,6773,9721,9722
1194,6773,9721,9722
1197,6128,6129,5037
1198,8789,6965,2238
1199,685,9879,9452
1200,685,9879,9452
1201,5168,8096,8097
1202,2152,2760,5659
1204,2532,8910,9976
1205,5812,5813,5035
1206,6378,5319,8578
1207,3478,3525,2094
1208,2421,285,286
1209,9765,7666,241
1211,8286,3095,262
1212,8286,3095,262
1213,8286,3095,262
1214,3069,9483,4911
1215,9765,9711,6447
1217,4967,550,4160
1218,1650,2990,276
1219,1650,2990,276
1220,1650,2990,276
1222,9948,5973,8608
1223,3860,5949,5950
1224,4800,3196,7779
1225,4800,3196,7779
1226,4800,3196,7779
1227,6389,2960,2961
1230,4105,8463,7823
1232,5855,5856,8823
1233,5855,5856,8823
1234,1335,1336,5660
1235,8637,2580,7031
1236,1024,5001,6736
1237,6816,594,742
1238,7307,2565,7571
1241,8996,1724,5908
1243,8435,3750,4799
1245,1811,5690,1732
1246,8061,4758,7392
1247,2172,2411,5069
1248,2172,2411,5069
1249,3938,3478,5648
1251,5434,9223,9405
1252,2537,2538,2539
1253,9165,359,6661
1256,4088,964,7487
1257,3151,136,928
1261,4292,9356,9357
1262,8316,7854,7855
1265,774,4087,9884
1266,2850,343,9443
1267,5050,6681,2479
1268,5050,6681,2479
1269,1030,4213,5615
1270,5627,6771,639
1271,9332,5205,3521
1272,9332,5205,3521
1275,6868,2532,1651
1276,121,122,1420
1277,8904,8732,5660
1279,9686,7379,2815
1283,1985,1986,3557
1284,8120,2423,4088
1285,5836,3497,7858
1287,693,5981,4909
1288,4512,4475,9957
1293,1043,1044,4291
1295,3651,3652,3653
1296,3651,3652,3653
1298,2943,1358,256
1299,727,1720,9870
1300,6148,7817,6911
1301,2421,3031,7141
1303,8413,2417,2621
1304,6065,5989,9976
1306,5051,1724,6493
1307,5051,1724,6493
1312,5195,5196,6409
1314,9583,108,109
1316,8264,4512,2699
1317,8625,7241,5560
1318,3004,6691,8451
1320,5645,9018,6171
1321,9976,8910,2789
1322,5576,1052,4559
1325,4319,5885,600
1326,8624,4967,2656
1327,6069,851,5066
1328,6065,9976,8910
1329,7379,1266,2421
1335,2803,1588,5772
1336,2803,1588,5772
1337,1819,5012,4758
1338,1819,5012,4758
1343,328,7731,2036
1344,8089,9239,8514
1345,5608,8450,4921
1346,551,9893,9894
1349,1029,3464,5666
1350,693,4907,4909
1351,6435,3875,3876
1353,7065,4758,59
1354,3124,1798,2979
1355,6225,3640,2905
1356,5582,4953,8796
1357,2264,2265,5481
1358,2406,8851,742
1361,7227,8057,499
1362,1350,1445,614
1364,8903,9787,5434
1365,1963,1476,220
1366,5989,5812,5813
1369,3280,1607,5035
1370,6788,6789,6790
1372,6251,199,3280
1373,6251,199,3280
1374,6493,4019,9931
1375,36,37,6736
1376,427,7928,8574
1377,427,7928,8574
1378,427,7928,8574
1382,8316,3203,3873
1385,9279,2631,8451
1388,4088,263,7589
1389,4308,8151,2805
1391,2532,5894,9976
1392,6838,8114,1911
1393,2027,3525,1784
1394,7009,7704,80
1395,5500,7633,7634
1396,4909,1096,1147
1402,4371,1673,851
1404,7487,1404,9750
1405,5218,9521,8218
1407,1714,8269,9293
1408,1714,8269,9293
1409,3799,1084,1191
1412,7836,5109,3
1413,4149,4150,4026
1414,3022,1607,4434
1418,1080,2958,4733
1419,8498,157,158
1420,4201,9472,7627
1422,5190,4088,7487
1424,3246,3680,6949
1425,6507,306,5520
1426,2094,2892,3938
1428,5323,1452,948
1429,3280,1607,6251
1430,3280,1607,6251
1432,639,8892,8482
1434,9847,3158,8256
1436,3702,8197,4916
1437,343,6960,165
1439,2580,8864,586
1440,7097,1424,1701
1441,4048,3355,3356
1442,4048,3355,3356
1443,7106,7854,7855
1444,3478,2094,3525
1445,8619,7497,2062
1446,2417,5268,9523
1447,3938,946,3478
1448,6409,8505,1204
1449,9686,2421,7379
1450,1112,5280,6595
1451,446,447,4587
1452,3280,1607,2885
1453,2517,6781,7718
1454,2517,6781,7718
1455,4471,6837,4434
1457,5752,4457,5486
1460,786,8498,7445
1461,6491,6062,421
1462,4901,4902,5090
1463,2245,843,1991
1467,9253,7002,7472
1468,6837,2577,2755
1469,6577,6578,6346
1470,3525,3874,946
1471,8453,7443,3040
1472,8453,7443,3040
1473,9104,9205,5973
1475,3985,1968,5082
1476,8463,7306,4105
1477,9871,3318,6960
1478,9871,3318,6960
1479,9871,3318,6960
1481,5696,416,2034
1484,9334,583,7443
1485,4947,6208,3799
1486,4947,6208,3799
1487,4160,7702,4967
1488,3585,5050,3598
1489,7071,156,5172
1490,5699,3474,5583
1491,964,7487,9239
1492,9814,1492,8620
1495,8149,332,338
1496,3478,2423,2187
1497,3478,2423,2187
1498,3069,5551,3416
1499,3022,6251,4408
1500,5940,9807,4699
1502,8238,2202,2497
1503,5699,3007,9159
1505,3307,1052,962
1506,742,8197,5377
1507,8453,1743,2461
1508,9483,7927,1366
1509,6251,3280,1878
1510,8759,8760,5081
1511,5518,2914,5698
1512,7184,413,1344
1515,9298,9857,7854
1516,4149,1204,602
1517,9868,6986,7314
1518,1170,7024,7979
1520,5705,1335,1336
1521,6441,2338,1328
1522,9017,1344,2338
1523,1830,6461,9800
1524,2036,9399,7773
1525,9980,9452,7724
1526,2533,6204,5441
1528,1673,4371,851
1529,4136,1830,5278
1530,7749,6661,5854
1531,7248,7249,7055
1532,6722,6681,3598
1533,6722,6681,3598
1534,2893,2872,2873
1535,6838,6777,2610
1538,5998,8971,289
1539,5998,8971,289
1540,4672,4673,2118
1544,3525,3478,9668
1545,9765,2328,6447
1546,9765,2328,6447
1547,1722,4911,3416
1548,6807,6932,7133
1549,28,4699,764
1550,3812,4907,6461
1551,537,4222,1921
1552,2335,7600,8915
1553,7844,6577,6578
1554,7844,6577,6578
1555,2532,8910,5894
1556,3525,3478,9668
1558,7854,7855,3203
1559,8904,8732,3095
1564,4800,8970,6014
1565,5377,1035,9583
1567,3938,8216,472
1568,5555,4408,3022
1570,4551,6493,2803
1571,4551,6493,2803
1573,5750,2029,443
1574,2199,2200,8325
1575,5377,4754,6624
1576,3535,3841,1198
1579,5299,8114,2668
1581,3800,4396,550
1582,6861,6062,6919
1583,5989,5035,5812
1584,7589,4048,8120
1585,7589,4048,8120
1586,6524,2053,5918
1588,6491,6919,5205
1589,6098,3799,2097
1591,1204,4149,6807
1592,3587,1170,3918
1594,8759,8760,7380
1595,1420,2202,1595
1596,5649,5650,1618
1601,8428,8800,4619
1605,9225,8158,4845
1606,9815,3494,3495
1607,2651,2565,7426
1608,5342,1819,7571
1610,1760,2433,2524
1611,4048,7589,328
1612,4048,7589,328
1613,5853,6221,7856
1617,4707,1638,8904
1618,8114,2668,5666
1619,7704,540,519
1621,3700,550,9765
1624,4878,43,5851
1625,3955,8424,2088
1626,4681,4500,4501
1628,3594,6917,6953
1629,9985,9986,7487
1634,1029,6546,4019
1636,8363,3624,4678
1638,6932,6587,6655
1639,9684,5941,5942
1640,28,5374,7017
1641,851,4371,9570
1642,2514,2603,4590
1646,1830,6792,6793
1647,3938,8216,946
1648,3938,8216,946
1649,4136,9423,3878
1650,1538,1539,2537
1651,427,2532,7380
1654,7380,7381,4136
1655,8886,1061,9275
1656,9874,9875,4811
1657,9180,1127,4861
1658,6529,2122,5908
1659,6655,7078,6587
1660,2367,2368,2369
1664,969,6921,8193
1665,427,7380,7381
1666,6205,5660,5661
1668,3124,9290,9555
1669,221,9985,9986
1670,5202,7071,9405
1671,5202,7071,9405
1673,7377,7203,1973
1674,5812,5813,6065
1675,8505,6417,3691
1677,1043,1044,180
1679,7097,8300,9540
1680,605,6572,6573
1681,2094,5582,8681
1682,9587,5155,9038
1683,5255,6477,8835
1685,6661,5854,5172
1686,600,9496,1382
1689,7968,594,317
1690,1190,7622,672
1693,2421,9686,2418
1694,8588,2367,2368
1695,3478,4500,4501
1697,9180,5372,1830
1698,6522,8114,1911
1700,6561,5718,7280
1701,2012,3784,1752
1702,4004,2034,519
1704,8385,7591,948
1706,7856,3324,8435
1707,9764,7758,7759
1709,1651,5362,1948
1710,3494,3495,4758
1711,7839,7106,8316
1712,8643,6346,1190
1714,5998,4920,289
1715,1370,5757,4011
1717,8316,3203,7854
1718,946,1029,5648
1719,946,2423,1284
1720,1878,6251,8574
1721,6406,5518,7687
1722,7423,2335,2565
1725,1030,7468,5787
1726,8651,8652,5582
1727,8651,8652,5582
1729,708,3124,6932
1731,8114,2511,6522
1732,7071,6317,9405
1733,7071,6317,9405
1734,3280,8519,8520
1735,1235,9223,5202
1736,425,4699,9245
1738,7797,1261,2264
1739,3280,4953,6251
1740,4213,8999,1052
1741,8300,6165,11
1743,4795,7133,7134
1744,8105,6070,9232
1745,4490,8628,2479
1747,5643,6646,9600
1748,3587,1170,3918
1750,2580,7031,472
1751,5035,9976,5989
1752,1579,1283,399
1753,1961,1963,2993
1754,8727,5964,6676
1757,9298,7854,7855
1759,4643,4644,3035
1760,2644,6279,9080
1761,3938,3478,2857
1762,6932,776,3360
1764,3814,9632,2743
1765,1595,3814,7989
1766,2532,2421,8519
1767,3938,2892,8216
1768,8904,5660,5661
1770,4907,5981,693
1773,1404,7487,221
1775,7805,8628,9223
1776,7169,7170,7171
1777,7169,7170,7171
1779,5161,5195,5196
1780,7639,7640,4911
1782,2421,7141,2894
1783,4288,4289,7968
1784,9668,2187,8120
1785,7031,5716,3957
1786,2202,8136,1420
1789,3713,6358,1779
1790,942,1638,7137
1791,7423,2335,3680
1792,3874,946,1029
1793,3251,1335,1336
1794,6837,9098,2534
1795,6837,9098,2534
1796,6837,9098,2534
1797,6246,9946,7691
1798,4693,5229,6961
1799,6538,4245,456
1800,6538,4245,456
1803,774,5633,5781
1805,5812,5813,6251
1806,9651,3713,2803
1808,5698,6563,6384
1809,9797,3983,6698
1811,5590,3040,947
1812,9750,168,6315
1813,3841,3535,4763
1815,8677,6221,8708
1816,5812,5813,8910
1817,3203,8316,6872
1818,3203,8316,6872
1819,3007,3557,3124
1820,1629,8273,7024
1821,1629,8273,7024
1822,1629,8273,7024
1823,9857,9298,3435
1824,3468,9104,1601
1825,9472,7157,40
1826,8230,4759,59
1827,9332,4596,6371
1829,4903,7183,588
1831,2979,8530,9289
